page,strip,panel,panel_area,text_area
621,1,1,24480,3042
621,1,2,24660,3846
621,1,3,25740,4260
621,2,0,25521,6977
621,2,1,75839,8377
622,0,0,25380,0
622,0,1,52920,5565
622,0,2,20700,3021
622,1,0,24881,4480
622,1,1,24702,860
622,1,2,24564,0
622,1,3,24742,0
622,2,0,24426,0
622,2,1,24426,0
622,2,2,24426,264
622,2,3,24640,4173
623,0,0,61577,13249
623,0,1,20294,1367
623,0,2,24186,2050
623,0,3,15707,3734
623,0,4,16263,5097
623,0,5,23630,5632
623,0,6,20727,4606
623,0,7,29469,0
623,0,8,31360,6692
624,0,0,25200,663
624,0,1,49413,4069
624,0,2,25200,2257
624,1,0,25060,2431
624,1,1,49140,10504
624,1,2,25060,7243
624,2,0,25239,6361
624,2,1,49404,9040
624,2,2,25418,0
625,0,0,25239,3031
625,0,1,48867,17249
625,0,2,25098,3210
625,1,0,24840,4310
625,1,1,24660,5567
625,1,2,25159,5578
625,1,3,25340,5651
625,2,0,24702,4216
625,2,1,49225,8060
625,2,2,24920,5384
626,0,0,60858,11797
626,0,1,20010,0
626,0,2,10008,0
626,0,3,11537,288
626,0,4,17236,2250
626,0,5,12232,152
626,0,6,13440,0
626,0,7,13020,0
626,0,8,20440,0
626,0,9,16800,0
626,0,10,19460,2450
626,0,11,11815,160
626,0,12,9869,1154
627,0,0,24978,0
627,0,1,25883,6775
627,0,2,25380,0
627,0,3,24660,907
627,1,0,23400,5485
627,1,1,24840,5729
627,1,2,25560,8106
627,1,3,25239,4296
627,2,0,24881,5994
627,2,1,24702,0
627,2,2,25239,455
627,2,3,25276,5889
628,0,0,25702,0
628,0,1,25116,0
628,0,2,25116,0
628,0,3,25521,2777
628,1,0,21539,3009
628,1,1,20634,0
628,1,2,20815,0
628,1,3,38372,4608
628,2,0,25239,4225
628,2,1,49860,4288
628,2,2,25560,1941
629,0,0,61160,14648
629,0,1,20572,1117
629,0,2,14873,4916
629,0,3,25380,4965
629,0,4,41160,4961
629,0,5,20294,5687
629,0,6,24992,2845
629,0,7,36778,5220
630,0,0,25098,0
630,0,1,24386,0
630,0,2,24564,0
630,0,3,25098,0
630,1,0,37769,0
630,1,1,20227,0
630,1,2,20292,0
630,1,3,20648,0
630,2,0,70977,0
630,2,1,27789,0
631,0,0,22140,0
631,0,1,24840,0
631,0,2,24797,0
631,0,3,25340,3544
631,1,0,25060,5534
631,1,1,24702,6717
631,1,2,24840,8639
631,1,3,25380,5356
631,2,0,24603,2921
631,2,1,48772,15579
631,2,2,24920,8978
632,0,0,61438,18105
632,0,1,20155,2252
632,0,2,24640,5169
632,0,3,15510,5162
632,0,4,41020,9351
632,0,5,20572,5506
632,0,6,28980,6300
632,0,7,30997,4799
633,0,0,25239,5313
633,0,1,24523,9116
633,0,2,24386,9035
633,0,3,23496,2234
633,1,0,25200,2115
633,1,1,23940,7011
633,1,2,24660,4182
633,1,3,25380,2175
633,2,0,49029,5684
633,2,1,49029,1912
634,0,0,24920,2887
634,0,1,24386,4290
634,0,2,24249,7063
634,0,3,24957,6126
634,1,0,24742,3179
634,1,1,24564,7037
634,1,2,24523,0
634,1,3,25060,6565
634,2,0,24640,1500
634,2,1,24112,13250
634,2,2,24072,6146
634,2,3,24780,8853
635,0,0,61880,12823
635,0,1,20440,3495
635,0,2,14980,2160
635,0,3,25662,3996
635,0,4,41020,5575
635,0,5,20727,2533
635,0,6,33512,2784
635,0,7,27974,2645
636,0,0,25380,5744
636,0,1,25020,9143
636,0,2,49762,6584
636,1,0,25380,7351
636,1,1,36180,12615
636,1,2,12780,364
636,1,3,25380,7997
636,2,0,24208,6749
636,2,1,23852,6622
636,2,2,24386,6219
636,2,3,25098,7180
636,2,4,24957,5752
637,0,0,25060,8923
637,0,1,24344,7976
637,0,2,24523,5140
637,0,3,25239,6359
637,1,0,25521,5259
637,1,1,21358,7498
637,1,2,27512,4867
637,1,3,25340,6320
637,2,0,25239,7117
637,2,1,49225,14624
637,2,2,25060,8175
638,0,0,61438,12005
638,0,1,20155,1434
638,0,2,23491,3179
638,0,3,16402,3994
638,0,4,16402,4572
638,0,5,23491,9060
638,0,6,20148,6906
638,0,7,22632,7918
638,0,8,19044,6845
638,0,9,16836,4919
639,0,0,25239,2892
639,0,1,23986,6479
639,0,2,24881,6148
639,0,3,25060,2826
639,1,0,19620,0
639,1,1,29880,8031
639,1,2,24435,0
639,1,3,25380,611
639,2,0,24992,5001
639,2,1,24249,3896
639,2,2,24426,3076
639,2,3,24816,8490
640,0,0,25560,7321
640,0,1,24660,6379
640,0,2,24344,3756
640,0,3,25239,6385
640,1,0,25437,1061
640,1,1,24705,906
640,1,2,24388,1200
640,1,3,25480,1719
640,2,0,24816,4401
640,2,1,24072,8072
640,2,2,24386,7072
640,2,3,24780,5771
641,0,0,255744,29799
642,0,0,19080,4890
642,0,1,18540,4151
642,0,2,17557,4070
642,0,3,18900,6584
642,0,4,25200,7614
642,1,0,25702,6203
642,1,1,50232,13674
642,1,2,25521,0
642,2,0,25597,1118
642,2,1,49404,1503
642,2,2,25239,3693
643,0,0,100598,3047
643,1,0,25340,0
643,1,1,49413,15403
643,1,2,25200,2901
643,2,0,25098,2404
643,2,1,48594,15923
643,2,2,24603,8050
644,0,0,61160,15648
644,0,1,20433,3330
644,0,2,14904,2382
644,0,3,66240,19397
644,0,4,20286,8456
644,0,5,35466,666
644,0,6,24288,3301
645,0,0,18868,0
645,0,1,18334,0
645,0,2,18512,0
645,0,3,18231,0
645,0,4,24816,0
645,1,0,25060,5660
645,1,1,24881,2093
645,1,2,24386,2094
645,1,3,25276,5376
645,2,0,25276,3561
645,2,1,49046,0
645,2,2,24920,6236
646,0,0,19046,0
646,0,1,54112,0
646,0,2,24742,0
646,1,0,25060,5239
646,1,1,24523,7925
646,1,2,24523,2313
646,1,3,25239,7196
646,2,0,98736,8535
647,0,0,61299,11475
647,0,1,20433,3892
647,0,2,17780,4166
647,0,3,22260,5661
647,0,4,22260,4104
647,0,5,17920,3142
647,0,6,20155,2313
647,0,7,22796,3898
647,0,8,14700,4690
647,0,9,22120,3029
648,0,0,25740,4198
648,0,1,24660,5244
648,0,2,24165,9952
648,0,3,25276,7101
648,1,0,25920,4822
648,1,1,24660,2462
648,1,2,25020,7000
648,1,3,25200,8977
648,2,0,25134,5074
648,2,1,48498,16686
648,2,2,24464,5975
649,0,0,25380,6260
649,0,1,24435,9592
649,0,2,24978,8049
649,0,3,25340,4520
649,1,0,25239,3749
649,1,1,24523,5848
649,1,2,24208,7186
649,1,3,24920,4461
649,2,0,24816,4742
649,2,1,24249,7622
649,2,2,24072,4943
649,2,3,24816,6576
650,0,0,60743,10789
650,0,1,20433,0
650,0,2,12232,0
650,0,3,13761,0
650,0,4,12510,0
650,0,5,12232,0
650,0,6,13900,0
650,0,7,12420,0
650,0,8,20010,0
650,0,9,12144,0
650,0,10,12510,0
650,0,11,14140,0
650,0,12,19740,0
651,0,0,25098,5624
651,0,1,49128,10172
651,0,2,25632,3162
651,1,0,25239,6505
651,1,1,24702,5849
651,1,2,24523,7261
651,1,3,25276,6082
651,2,0,24957,4626
651,2,1,24249,5021
651,2,2,24249,7395
651,2,3,24780,4377
652,0,0,49662,9392
652,0,1,24344,6709
652,0,2,24920,8138
652,1,0,25060,7205
652,1,1,24523,4228
652,1,2,23270,1924
652,1,3,25060,4382
652,2,0,24780,1969
652,2,1,24386,624
652,2,2,24072,741
652,2,3,24780,3915
653,0,0,62020,16440
653,0,1,20440,3239
653,0,2,24360,4625
653,0,3,33276,9616
653,0,4,24220,6593
653,0,5,54460,16683
653,0,6,28140,0
654,0,0,25098,7131
654,0,1,21301,6038
654,0,2,27360,6133
654,0,3,25200,5625
654,1,0,25239,3201
654,1,1,49404,12535
654,1,2,25060,6681
654,2,0,25098,5354
654,2,1,24564,4231
654,2,2,23895,11013
654,2,3,24957,2892
655,0,0,25060,3702
655,0,1,24344,5893
655,0,2,24165,9284
655,0,3,25060,9350
655,1,0,25380,5072
655,1,1,19980,6057
655,1,2,27924,2717
655,1,3,24881,7834
655,2,0,24780,5290
655,2,1,24208,4547
655,2,2,24386,5372
655,2,3,24603,6374
656,0,0,81834,14064
656,0,1,41300,3383
656,0,2,41020,18344
656,0,3,19182,2452
656,0,4,36156,0
656,0,5,22632,4908
657,0,0,25239,3660
657,0,1,24523,4958
657,0,2,24480,5078
657,0,3,25418,5421
657,1,0,25060,4416
657,1,1,24523,3895
657,1,2,24344,2607
657,1,3,25276,6615
657,2,0,24603,4720
657,2,1,24249,5905
657,2,2,24249,6771
657,2,3,24780,8579
658,0,0,24920,4388
658,0,1,24344,2666
658,0,2,50120,4585
658,1,0,25098,8308
658,1,1,48594,12168
658,1,2,24920,3060
658,2,0,40050,0
658,2,1,39160,4631
658,2,2,19402,3970
659,0,0,44415,12030
659,0,1,38916,4573
659,0,2,25854,1748
659,0,3,41561,11014
659,0,4,13622,3424
659,0,5,20720,3663
659,0,6,61460,9973
660,0,0,25200,9495
660,0,1,21960,3046
660,0,2,24978,0
660,0,3,25380,5231
660,1,0,50318,19112
660,1,1,24752,7508
660,1,2,25521,4846
660,2,0,33998,4877
660,2,1,40096,18438
660,2,2,25418,3777
661,0,0,29548,7072
661,0,1,24386,8874
661,0,2,23496,10858
661,0,3,22072,3637
661,1,0,27745,3959
661,1,1,19153,3787
661,1,2,30251,8941
661,1,3,22250,8869
661,2,0,25098,6884
661,2,1,48594,18463
661,2,2,24957,6866
662,0,0,61880,12031
662,0,1,20440,1050
662,0,2,16402,3503
662,0,3,23547,16270
662,0,4,23998,9853
662,0,5,16380,0
662,0,6,19180,9105
662,0,7,25530,5559
662,0,8,14628,3262
662,0,9,17664,4477
663,0,0,25276,1859
663,0,1,17978,7115
663,0,2,29014,3605
663,0,3,25098,966
663,1,0,23807,0
663,1,1,24523,0
663,1,2,49762,1053
663,2,0,24780,3406
663,2,1,24426,9360
663,2,2,24208,5831
663,2,3,24742,2033
664,0,0,25060,6112
664,0,1,24660,6860
664,0,2,23400,11180
664,0,3,25200,5041
664,1,0,18974,168
664,1,1,19080,0
664,1,2,19080,0
664,1,3,18974,0
664,1,4,23449,5649
664,2,0,37312,7794
664,2,1,41184,14891
664,2,2,16975,2439
665,0,0,61021,13557
665,0,1,20294,2478
665,0,2,27580,4577
665,0,3,12460,2978
665,0,4,40727,3081
665,0,5,20300,5443
665,0,6,30800,5953
665,0,7,29820,3729
666,0,0,21780,0
666,0,1,33300,8400
666,0,2,21960,0
666,0,3,22375,0
666,1,0,25380,4898
666,1,1,49775,19647
666,1,2,25200,0
666,2,0,25098,1836
666,2,1,24564,5577
666,2,2,24386,9842
666,2,3,24920,8508
667,0,0,25098,3570
667,0,1,48594,14591
667,0,2,25098,3748
667,1,0,25418,4990
667,1,1,24523,6439
667,1,2,24564,6895
667,1,3,24920,5696
667,2,0,25134,5748
667,2,1,24249,4667
667,2,2,24288,3860
667,2,3,24640,5058
668,0,0,61438,11441
668,0,1,20433,0
668,0,2,25715,0
668,0,3,14140,0
668,0,4,26180,0
668,0,5,12880,0
668,0,6,20294,0
668,0,7,24325,1556
668,0,8,15429,0
668,0,9,20155,2281
669,0,0,25380,3364
669,0,1,49140,12230
669,0,2,25239,2614
669,1,0,25098,835
669,1,1,24386,904
669,1,2,22250,5835
669,1,3,24920,5700
669,2,0,24816,3706
669,2,1,24112,6945
669,2,2,23936,4899
669,2,3,24288,2172
670,0,0,24920,3504
670,0,1,24523,4141
670,0,2,24386,10226
670,0,3,25098,5895
670,1,0,49662,5043
670,1,1,49484,6634
670,2,0,25134,6926
670,2,1,24249,6737
670,2,2,24249,975
670,2,3,24640,5044
671,0,0,60306,10295
671,0,1,19734,0
671,0,2,40296,6029
671,0,3,40020,4493
671,0,4,20148,1337
671,0,5,31740,4739
671,0,6,27537,2937
672,0,0,25883,5967
672,0,1,24797,4159
672,0,2,24616,7643
672,0,3,25560,4176
672,1,0,83160,47785
672,1,1,18180,2818
672,2,0,16544,0
672,2,1,47520,864
672,2,2,33440,3671
673,0,0,24920,6998
673,0,1,24386,12018
673,0,2,22375,7181
673,0,3,25098,3772
673,1,0,25060,2386
673,1,1,24523,10972
673,1,2,24702,2003
673,1,3,25098,6976
673,2,0,49737,9999
673,2,1,24249,6354
673,2,2,24957,3370
674,0,0,61740,13011
674,0,1,20580,1080
674,0,2,22820,8897
674,0,3,17484,6634
674,0,4,22842,8338
674,0,5,17360,8221
674,0,6,20580,5407
674,0,7,17780,6221
674,0,8,14000,2323
674,0,9,11620,648
674,0,10,15820,4082
675,0,0,25020,3762
675,0,1,24840,5811
675,0,2,23400,3642
675,0,3,25098,5544
675,1,0,25883,3584
675,1,1,24254,5472
675,1,2,24660,6009
675,1,3,25740,2640
675,2,0,25560,5322
675,2,1,24840,0
675,2,2,50120,4710
676,0,0,17820,3590
676,0,1,32220,8791
676,0,2,24840,6253
676,0,3,24881,7964
676,1,0,25521,1599
676,1,1,24934,3822
676,1,2,24797,3638
676,1,3,25521,5869
676,2,0,99680,16138
677,0,0,62463,12685
677,0,1,20445,0
677,0,2,26320,238
677,0,3,14256,0
677,0,4,41760,214
677,0,5,21895,0
677,0,6,13775,2037
677,0,7,25375,260
677,0,8,20880,0
678,0,0,25239,4440
678,0,1,25020,5224
678,0,2,50220,9170
678,1,0,25060,4480
678,1,1,27029,3743
678,1,2,21122,7799
678,1,3,24920,3433
678,2,0,74938,17106
678,2,1,25098,6676
679,0,0,33480,4876
679,0,1,32040,5494
679,0,2,34010,9024
679,1,0,41652,3364
679,1,1,40762,2142
679,1,2,16910,3984
679,2,0,24640,4406
679,2,1,24072,8177
679,2,2,23936,5163
679,2,3,24464,2826
680,0,0,62463,13448
680,0,1,20727,2337
680,0,2,44092,25678
680,0,3,41300,8160
680,0,4,41860,23453
680,0,5,21016,3832
680,0,6,25702,5499
680,0,7,20022,1608
680,0,8,14946,2791
681,0,0,24073,1634
681,0,1,13650,176
681,0,2,36764,5480
681,0,3,23580,1695
681,1,0,25560,8540
681,1,1,24660,7054
681,1,2,24564,7772
681,1,3,25098,9560
681,2,0,100956,39533
682,0,0,25239,8239
682,0,1,24881,10029
682,0,2,24702,6599
682,0,3,25060,3955
682,1,0,25200,3707
682,1,1,25159,6926
682,1,2,24752,3396
682,1,3,25521,7179
682,2,0,24603,2169
682,2,1,24603,588
682,2,2,24208,0
682,2,3,24780,6228
683,0,0,84656,15968
683,0,1,28350,4869
683,0,2,10800,0
683,0,3,32076,1499
683,0,4,32076,1499
683,0,5,39620,6534
683,0,6,80512,19058
683,0,7,42560,12280
684,0,0,25200,7913
684,0,1,24797,3111
684,0,2,25159,3360
684,0,3,25521,6028
684,1,0,25662,4353
684,1,1,25298,7362
684,1,2,24978,3609
684,1,3,25702,8989
684,2,0,24957,9196
684,2,1,24386,9276
684,2,2,24564,6854
684,2,3,25098,9528
685,0,0,25521,6105
685,0,1,49868,12871
685,0,2,25702,3775
685,1,0,25702,3649
685,1,1,49959,10918
685,1,2,25844,9178
685,2,0,25098,7274
685,2,1,24564,8260
685,2,2,24072,3323
685,2,3,25134,7438
686,0,0,62604,11731
686,0,1,20304,2326
686,0,2,41736,2278
686,0,3,41172,5722
686,0,4,20433,5443
686,0,5,13483,3750
686,0,6,24325,6379
686,0,7,21528,3401
687,0,0,25239,8024
687,0,1,24702,7024
687,0,2,24523,8739
687,0,3,25239,5986
687,1,0,25239,5996
687,1,1,24702,8881
687,1,2,24702,7448
687,1,3,25060,5123
687,2,0,25276,5788
687,2,1,24386,7370
687,2,2,24426,7762
687,2,3,24957,5495
688,0,0,74880,9413
688,0,1,25200,3633
688,1,0,25239,6599
688,1,1,49140,17449
688,1,2,25200,8409
688,2,0,24920,2807
688,2,1,48688,11495
688,2,2,25098,1644
689,0,0,60582,10083
689,0,1,20010,2418
689,0,2,16146,2262
689,0,3,23322,3187
689,0,4,24150,3875
689,0,5,15042,5684
689,0,6,20148,3919
689,0,7,33534,9826
689,0,8,26358,8601
690,0,0,15480,3030
690,0,1,60573,6873
690,0,2,25986,4197
690,1,0,25200,3944
690,1,1,25116,8205
690,1,2,51042,10367
690,2,0,24742,7135
690,2,1,24386,4458
690,2,2,24386,5437
690,2,3,25098,3924
691,0,0,25200,4569
691,0,1,24840,5325
691,0,2,23400,8313
691,0,3,25418,5327
691,1,0,25239,5529
691,1,1,24523,7770
691,1,2,24523,9429
691,1,3,25060,8063
691,2,0,25098,6997
691,2,1,48867,20255
691,2,2,25098,4690
692,0,0,62338,15622
692,0,1,20732,3826
692,0,2,22657,3286
692,0,3,16800,4667
692,0,4,25576,10152
692,0,5,14317,3017
692,0,6,20155,6078
692,0,7,18200,7367
692,0,8,19600,8381
692,0,9,21840,5582
693,0,0,25239,9160
693,0,1,23449,5597
693,0,2,24523,3748
693,0,3,25060,8863
693,1,0,24920,5693
693,1,1,24386,6569
693,1,2,24523,5597
693,1,3,25239,7555
693,2,0,24780,5812
693,2,1,24249,7178
693,2,2,24249,4095
693,2,3,24780,6862
694,0,0,25098,5535
694,0,1,24564,6754
694,0,2,24426,6590
694,0,3,25134,9251
694,1,0,25239,7550
694,1,1,40275,5932
694,1,2,33652,1652
694,2,0,48752,17019
694,2,1,48752,11338
695,0,0,61299,14832
695,0,1,20433,3013
695,0,2,11620,0
695,0,3,28560,0
695,0,4,13300,0
695,0,5,12600,0
695,0,6,13440,0
695,0,7,20148,2922
695,0,8,14628,1405
695,0,9,14490,2144
695,0,10,14904,2302
695,0,11,13662,4005
696,0,0,36180,5936
696,0,1,39277,9296
696,0,2,25560,9509
696,1,0,25560,5665
696,1,1,49320,10728
696,1,2,25418,4587
696,2,0,25239,2481
696,2,1,49140,14811
696,2,2,25418,7014
697,0,0,25060,8260
697,0,1,24523,7181
697,0,2,23986,8261
697,0,3,24603,5055
697,1,0,25060,1817
697,1,1,24344,9084
697,1,2,24523,2807
697,1,3,25060,5344
697,2,0,24742,4264
697,2,1,23674,2265
697,2,2,49662,8211
698,0,0,60858,12520
698,0,1,20148,900
698,0,2,12232,807
698,0,3,13580,0
698,0,4,12510,2850
698,0,5,12460,984
698,0,6,13344,1755
698,0,7,12788,0
698,0,8,20016,336
698,0,9,13680,0
698,0,10,27860,3975
698,0,11,18487,3104
699,0,0,25883,10370
699,0,1,49775,16974
699,0,2,25702,3711
699,1,0,25597,4365
699,1,1,24840,3982
699,1,2,50580,280
699,2,0,19046,0
699,2,1,18334,0
699,2,2,18437,945
699,2,3,18616,6031
699,2,4,25098,3874
700,0,0,25702,4003
700,0,1,25116,5535
700,0,2,25116,6425
700,0,3,25883,4129
700,1,0,40544,7614
700,1,1,60092,12989
700,1,2,60997,13288
700,2,0,25276,3149
700,2,1,24564,0
700,2,2,24249,0
700,2,3,24957,5457
701,0,0,61880,10370
701,0,1,20300,144
701,0,2,12232,0
701,0,3,14039,0
701,0,4,12320,238
701,0,5,12180,285
701,0,6,13959,0
701,0,7,12460,0
701,0,8,20294,0
701,0,9,19043,0
701,0,10,12267,0
701,0,11,27580,1073
702,0,0,25560,6440
702,0,1,49500,13775
702,0,2,25239,9016
702,1,0,25060,0
702,1,1,49500,0
702,1,2,25200,2079
702,2,0,24640,0
702,2,1,24112,0
702,2,2,24288,300
702,2,3,24640,384
703,0,0,16910,0
703,0,1,16198,0
703,0,2,16289,0
703,0,3,16289,0
703,0,4,16468,2925
703,0,5,17005,1760
703,1,0,24742,1979
703,1,1,24564,4223
703,1,2,24386,0
703,1,3,24742,2228
703,2,0,24780,2998
703,2,1,48321,8896
703,2,2,24640,2328
704,0,0,60720,7550
704,0,1,20286,3044
704,0,2,11676,0
704,0,3,28078,2277
704,0,4,14700,2503
704,0,5,25480,5657
704,0,6,37669,8532
704,0,7,44063,3500
705,0,0,25560,5737
705,0,1,32037,5751
705,0,2,17919,5993
705,0,3,25380,3484
705,1,0,19620,4931
705,1,1,31313,4454
705,1,2,24254,3596
705,1,3,23760,4365
705,2,0,17622,3867
705,2,1,43254,7335
705,2,2,19690,5978
705,2,3,19690,4495
706,0,0,25060,8547
706,0,1,21838,6737
706,0,2,19511,4013
706,0,3,33652,3121
706,1,0,25560,3114
706,1,1,24840,7151
706,1,2,18720,5916
706,1,3,31320,7795
706,2,0,25239,6922
706,2,1,49046,14524
706,2,2,25098,4860
707,0,0,61600,10055
707,0,1,20580,4604
707,0,2,22960,5056
707,0,3,17202,5535
707,0,4,22960,4727
707,0,5,17080,2808
707,0,6,20440,6135
707,0,7,28200,3844
707,0,8,13395,3875
707,0,9,18620,4321
708,0,0,74643,23636
708,0,1,25418,4355
708,1,0,33485,3798
708,1,1,33123,3626
708,1,2,33485,559
708,2,0,24780,5875
708,2,1,20532,7232
708,2,2,26196,6059
708,2,3,24957,6862
709,0,0,25560,5185
709,0,1,24978,2500
709,0,2,24978,5418
709,0,3,25560,3150
709,1,0,25480,2812
709,1,1,50050,12640
709,1,2,25340,5745
709,2,0,25276,2854
709,2,1,19332,5874
709,2,2,27234,3594
709,2,3,23852,3107
710,0,0,60720,14384
710,0,1,20010,1914
710,0,2,16008,2737
710,0,3,23630,2664
710,0,4,40158,11066
710,0,5,20286,4640
710,0,6,37391,3264
710,0,7,22518,2542
711,0,0,57996,384
711,0,1,42244,894
711,1,0,25239,3778
711,1,1,48867,20209
711,1,2,24920,0
711,2,0,24816,2216
711,2,1,22528,0
711,2,2,23975,0
711,2,3,24675,4433
712,0,0,25239,763
712,0,1,23807,5144
712,0,2,24208,6430
712,0,3,25098,3701
712,1,0,25239,5149
712,1,1,48867,6223
712,1,2,24881,1752
712,2,0,24816,684
712,2,1,23936,0
712,2,2,23975,3075
712,2,3,24360,1953
713,0,0,62322,12048
713,0,1,20445,1783
713,0,2,21128,3300
713,0,3,18626,1725
713,0,4,12927,1771
713,0,5,26688,4617
713,0,6,20286,3164
713,0,7,15732,4016
713,0,8,26772,2045
713,0,9,16284,4795
714,0,0,25702,4502
714,0,1,49775,9900
714,0,2,25702,7667
714,1,0,25560,2611
714,1,1,49500,2478
714,1,2,25418,1612
714,2,0,25239,5379
714,2,1,24480,8121
714,2,2,24881,6434
714,2,3,25239,9197
715,0,0,50400,12007
715,0,1,49860,13258
715,1,0,25380,4025
715,1,1,24840,0
715,1,2,24165,0
715,1,3,25060,5162
715,2,0,24816,2911
715,2,1,48048,12252
715,2,2,24464,3935
716,0,0,61299,11976
716,0,1,20294,555
716,0,2,41020,2224
716,0,3,41160,7154
716,0,4,20010,4054
716,0,5,19320,6197
716,0,6,23046,2271
716,0,7,16560,1123
717,0,0,25340,5054
717,0,1,24797,6881
717,0,2,24480,9201
717,0,3,25380,7346
717,1,0,25521,6228
717,1,1,24934,6227
717,1,2,24570,11214
717,1,3,25702,4169
717,2,0,25098,6561
717,2,1,24523,6872
717,2,2,24386,5600
717,2,3,25454,7538
718,0,0,50137,13286
718,0,1,50680,4392
718,1,0,25060,6062
718,1,1,48688,8189
718,1,2,25060,4026
718,2,0,24920,3232
718,2,1,24208,8236
718,2,2,24386,8367
718,2,3,24920,3446
719,0,0,62906,9966
719,0,1,20874,0
719,0,2,12408,0
719,0,3,14241,0
719,0,4,12549,0
719,0,5,12549,0
719,0,6,14382,0
719,0,7,12320,0
719,0,8,20148,0
719,0,9,13524,0
719,0,10,12972,0
719,0,11,18630,2285
719,0,12,12878,1251
720,0,0,25560,2489
720,0,1,21060,5235
720,0,2,24840,4171
720,0,3,25740,9848
720,1,0,25662,7280
720,1,1,25298,7626
720,1,2,24978,6475
720,1,3,25702,7299
720,2,0,25418,7787
720,2,1,24702,5022
720,2,2,24702,6747
720,2,3,24920,4133
721,0,0,25200,7583
721,0,1,24840,8996
721,0,2,24840,4181
721,0,3,25200,4772
721,1,0,33485,3055
721,1,1,17472,4545
721,1,2,25116,4537
721,1,3,25702,11525
721,2,0,69160,11588
721,2,1,32396,3826
722,0,0,62463,10977
722,0,1,20445,2875
722,0,2,24325,7775
722,0,3,15707,731
722,0,4,15568,2546
722,0,5,24325,6891
722,0,6,20572,4264
722,0,7,15960,4522
722,0,8,21823,1761
722,0,9,21545,1887
723,0,0,33473,4303
723,0,1,16647,3956
723,0,2,30430,6036
723,0,3,19511,6150
723,1,0,25702,4301
723,1,1,24797,5633
723,1,2,24797,1702
723,1,3,25702,7851
723,2,0,24780,2660
723,2,1,48321,15420
723,2,2,24957,8209
724,0,0,25200,5046
724,0,1,24840,4649
724,0,2,24523,5357
724,0,3,25060,9400
724,1,0,25060,3891
724,1,1,24523,6001
724,1,2,24480,7409
724,1,3,25200,6322
724,2,0,24640,5513
724,2,1,24112,8544
724,2,2,24112,6494
724,2,3,24816,4117
725,0,0,61299,10758
725,0,1,20294,1373
725,0,2,41160,3468
725,0,3,41160,2387
725,0,4,20580,2852
725,0,5,26040,4729
725,0,6,34860,4754
726,0,0,25380,4178
726,0,1,24978,5998
726,0,2,22625,2776
726,0,3,25340,3118
726,1,0,25521,3963
726,1,1,36743,9191
726,1,2,38191,4821
726,2,0,101700,2790
726,2,1,100214,2808
727,0,0,25380,1588
727,0,1,24660,1891
727,0,2,23449,9248
727,0,3,25060,0
727,1,0,25380,4218
727,1,1,24660,8274
727,1,2,50120,10087
727,2,0,24780,0
727,2,1,48321,0
727,2,2,24780,2876
728,0,0,61134,11923
728,0,1,19872,1444
728,0,2,25854,4181
728,0,3,14140,2954
728,0,4,14000,3761
728,0,5,25900,3437
728,0,6,20720,3158
728,0,7,14700,1093
728,0,8,14840,2740
728,0,9,29607,3532
729,0,0,25883,5625
729,0,1,25116,2269
729,0,2,25116,7686
729,0,3,25702,4946
729,1,0,25560,4698
729,1,1,24840,5767
729,1,2,23760,4745
729,1,3,25418,6558
729,2,0,25560,5001
729,2,1,24840,5459
729,2,2,24344,8963
729,2,3,25418,7266
730,0,0,25521,5625
730,0,1,24978,6187
730,0,2,24660,2998
730,0,3,25380,3999
730,1,0,25380,3197
730,1,1,27900,6752
730,1,2,20700,8008
730,1,3,25560,8279
730,2,0,25098,5503
730,2,1,48772,13893
730,2,2,25276,4780
731,0,0,62020,16140
731,0,1,20440,2193
731,0,2,12927,3300
731,0,3,13205,0
731,0,4,12927,0
731,0,5,12460,774
731,0,6,13066,510
731,0,7,13344,570
731,0,8,20163,0
731,0,9,12012,1221
731,0,10,10686,0
731,0,11,10902,1852
731,0,12,10488,939
731,0,13,13110,2593
732,0,0,25662,1304
732,0,1,25298,2033
732,0,2,51506,3685
732,1,0,25662,4553
732,1,1,24570,10114
732,1,2,25159,11801
732,1,3,25521,5576
732,2,0,44571,19360
732,2,1,28998,0
732,2,2,25239,1789
733,0,0,25662,5392
733,0,1,25116,4925
733,0,2,24978,6089
733,0,3,25380,3868
733,1,0,25662,0
733,1,1,24934,0
733,1,2,24752,5031
733,1,3,25380,4014
733,2,0,25060,6748
733,2,1,24523,5931
733,2,2,24386,2978
733,2,3,25098,0
734,0,0,61740,12490
734,0,1,20720,3170
734,0,2,14734,3161
734,0,3,25060,3485
734,0,4,41144,7636
734,0,5,44697,9614
734,0,6,24252,6646
734,0,7,13020,0
735,0,0,24881,4545
735,0,1,24840,4406
735,0,2,25200,4343
735,0,3,25200,3611
735,1,0,25159,2230
735,1,1,49594,961
735,1,2,25521,2268
735,2,0,24920,4432
735,2,1,29192,7299
735,2,2,18690,4911
735,2,3,25276,4350
736,0,0,100598,2951
736,1,0,25662,3233
736,1,1,76622,4119
736,2,0,33464,4618
736,2,1,32574,4217
736,2,2,33276,2702
737,0,0,61577,13615
737,0,1,20294,852
737,0,2,12510,1954
737,0,3,27939,305
737,0,4,12649,1012
737,0,5,26827,5812
737,0,6,20700,3412
737,0,7,19182,4321
737,0,8,14490,0
737,0,9,24702,2800
738,0,0,25560,5031
738,0,1,49500,2124
738,0,2,25060,5492
